Locale,File,Type,Title,Description,Canonical,AlternateZh,AlternateEn,JsonLdCount,VisibleGeoAnswer
"zh-CN","能力中心—抛光表面处理子页面.html","marketing","抛光表面处理 | 敏捷智造","敏捷智造抛光：适合对表面光洁度、触感或密封配合有要求的零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%8A%9B%E5%85%89%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%8A%9B%E5%85%89%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/finish-polishing.html","1",""
"zh-CN","能力中心—喷涂表面处理子页面.html","marketing","喷涂表面处理 | 敏捷智造","敏捷智造喷涂：适用于对外观颜色、质感和局部保护有要求的零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%96%B7%E6%B6%82%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%96%B7%E6%B6%82%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/finish-painting.html","1",""
"zh-CN","能力中心—热处理表面处理子页面.html","marketing","热处理表面处理 | 敏捷智造","敏捷智造热处理：适用于承载、耐磨、传动和尺寸稳定性要求明确的金属零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E7%83%AD%E5%A4%84%E7%90%86%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E7%83%AD%E5%A4%84%E7%90%86%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/finish-heat-treatment.html","1",""
"zh-CN","能力中心—水刀切割子页面.html","marketing","水刀切割 | 敏捷智造","敏捷智造水刀切割：低热影响的高适应性冷态切割","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%B0%B4%E5%88%80%E5%88%87%E5%89%B2%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%B0%B4%E5%88%80%E5%88%87%E5%89%B2%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/capability-waterjet-cutting.html","1",""
"zh-CN","能力中心—钛合金材料子页面.html","marketing","钛合金材料 | 敏捷智造","敏捷智造钛合金：适合需要高比强度、耐腐蚀和生物相容性评估的精密零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%92%9B%E5%90%88%E9%87%91%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%92%9B%E5%90%88%E9%87%91%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/material-titanium-alloys.html","1",""
"zh-CN","能力中心—碳钢材料子页面.html","marketing","碳钢材料 | 敏捷智造","敏捷智造碳钢：适合关注强度、刚性、成本和后续热处理的机械结构材料。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E7%A2%B3%E9%92%A2%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E7%A2%B3%E9%92%A2%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/material-carbon-steel.html","1",""
"zh-CN","能力中心—铜合金材料子页面.html","marketing","铜合金材料 | 敏捷智造","敏捷智造铜合金：适合需要导电、导热、耐磨或特殊摩擦配合的零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%93%9C%E5%90%88%E9%87%91%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%93%9C%E5%90%88%E9%87%91%E6%9D%90%E6%96%99%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/material-copper-alloys.html","1",""
"zh-CN","能力中心—微纳3D打印子页面.html","marketing","微纳3D打印 | 敏捷智造","敏捷智造微纳3D打印：微细结构与高分辨率增材制造","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%BE%AE%E7%BA%B33D%E6%89%93%E5%8D%B0%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%BE%AE%E7%BA%B33D%E6%89%93%E5%8D%B0%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/capability-micro-3d-printing.html","1",""
"zh-CN","能力中心—阳极氧化表面处理子页面.html","marketing","阳极氧化表面处理 | 敏捷智造","敏捷智造阳极氧化：适用于铝合金外观件、结构件和需要耐蚀增强的功能零件。","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%98%B3%E6%9E%81%E6%B0%A7%E5%8C%96%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E9%98%B3%E6%9E%81%E6%B0%A7%E5%8C%96%E8%A1%A8%E9%9D%A2%E5%A4%84%E7%90%86%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/finish-anodizing.html","1",""
"zh-CN","能力中心—医疗零件加工子页面.html","marketing","医疗零件加工 | 敏捷智造","敏捷智造医疗零件加工：高洁净度医疗精密零件制造","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%8C%BB%E7%96%97%E9%9B%B6%E4%BB%B6%E5%8A%A0%E5%B7%A5%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%8C%BB%E7%96%97%E9%9B%B6%E4%BB%B6%E5%8A%A0%E5%B7%A5%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/capability-medical-parts.html","1",""
"zh-CN","能力中心—异形零件加工子页面.html","marketing","异形零件加工 | 敏捷智造","敏捷智造异形零件加工：面向复杂曲面与异形结构的复合加工","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%BC%82%E5%BD%A2%E9%9B%B6%E4%BB%B6%E5%8A%A0%E5%B7%A5%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E5%BC%82%E5%BD%A2%E9%9B%B6%E4%BB%B6%E5%8A%A0%E5%B7%A5%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/capability-complex-parts.html","1",""
"zh-CN","能力中心—注塑成型子页面.html","marketing","注塑成型 | 敏捷智造","敏捷智造注塑成型：复杂塑胶零件快速稳定成型","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%B3%A8%E5%A1%91%E6%88%90%E5%9E%8B%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94%E6%B3%A8%E5%A1%91%E6%88%90%E5%9E%8B%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/capability-injection-molding.html","1",""
"zh-CN","能力中心—CNC加工服务子页面.html","marketing","CNC加工服务 | 敏捷智造","敏捷智造CNC加工服务：面向原型、小批量和功能件的精密加工服务","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94CNC%E5%8A%A0%E5%B7%A5%E6%9C%8D%E5%8A%A1%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./%E8%83%BD%E5%8A%9B%E4%B8%AD%E5%BF%83%E2%80%94CNC%E5%8A%A0%E5%B7%A5%E6%9C%8D%E5%8A%A1%E5%AD%90%E9%A1%B5%E9%9D%A2.html","./EN/service-cnc-machining.html","1",""
"zh-CN","行业案例—半导体洁净包装精密备件.html","industry-case","洁净包装精密备件 | 敏捷智造","洁净包装精密备件案例，面向半导体行业，关注备件替换 / 精密尺寸 / 洁净包装，制造能力包括CNC、倒角去毛刺、清洁包装、尺寸记录。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E6%B4%81%E5%87%80%E5%8C%85%E8%A3%85%E7%B2%BE%E5%AF%86%E5%A4%87%E4%BB%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E6%B4%81%E5%87%80%E5%8C%85%E8%A3%85%E7%B2%BE%E5%AF%86%E5%A4%87%E4%BB%B6.html","./EN/case-semiconductor-clean-packaging-precision-spares.html","1",""
"zh-CN","行业案例—半导体设备定位夹具小批量加工.html","industry-case","设备定位夹具小批量加工 | 敏捷智造","设备定位夹具小批量加工案例，面向半导体行业，关注基准定位 / 检测治具 / 备件加工，制造能力包括精密CNC、洁净包装、平面度检测、批次追溯。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E8%AE%BE%E5%A4%87%E5%AE%9A%E4%BD%8D%E5%A4%B9%E5%85%B7%E5%B0%8F%E6%89%B9%E9%87%8F%E5%8A%A0%E5%B7%A5.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E8%AE%BE%E5%A4%87%E5%AE%9A%E4%BD%8D%E5%A4%B9%E5%85%B7%E5%B0%8F%E6%89%B9%E9%87%8F%E5%8A%A0%E5%B7%A5.html","./EN/case-semiconductor-equipment-positioning-fixture-low-volume.html","1",""
"zh-CN","行业案例—半导体设备腔体周边结构件.html","industry-case","设备腔体周边结构件 | 敏捷智造","设备腔体周边结构件案例，面向半导体行业，关注设备结构 / 密封面 / 安装接口，制造能力包括不锈钢加工、铝合金加工、抛光、CMM检测。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E8%AE%BE%E5%A4%87%E8%85%94%E4%BD%93%E5%91%A8%E8%BE%B9%E7%BB%93%E6%9E%84%E4%BB%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E5%8D%8A%E5%AF%BC%E4%BD%93%E8%AE%BE%E5%A4%87%E8%85%94%E4%BD%93%E5%91%A8%E8%BE%B9%E7%BB%93%E6%9E%84%E4%BB%B6.html","./EN/case-semiconductor-equipment-chamber-structural-parts.html","1",""
"zh-CN","行业案例—电子便携设备内部支架试制.html","industry-case","便携设备内部支架试制 | 敏捷智造","便携设备内部支架试制案例，面向电子行业，关注内部支撑 / 扣位装配 / 多版本迭代，制造能力包括CNC、3D打印、喷涂、装配反馈。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E4%BE%BF%E6%90%BA%E8%AE%BE%E5%A4%87%E5%86%85%E9%83%A8%E6%94%AF%E6%9E%B6%E8%AF%95%E5%88%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E4%BE%BF%E6%90%BA%E8%AE%BE%E5%A4%87%E5%86%85%E9%83%A8%E6%94%AF%E6%9E%B6%E8%AF%95%E5%88%B6.html","./EN/case-electronics-portable-device-internal-bracket.html","1",""
"zh-CN","行业案例—电子铝合金外壳与散热结构.html","industry-case","铝合金外壳与散热结构 | 敏捷智造","铝合金外壳与散热结构案例，面向电子行业，关注散热 / 接口 / 外观样机，制造能力包括CNC加工、喷砂阳极、接口孔检测、外观处理。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E9%93%9D%E5%90%88%E9%87%91%E5%A4%96%E5%A3%B3%E4%B8%8E%E6%95%A3%E7%83%AD%E7%BB%93%E6%9E%84.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E9%93%9D%E5%90%88%E9%87%91%E5%A4%96%E5%A3%B3%E4%B8%8E%E6%95%A3%E7%83%AD%E7%BB%93%E6%9E%84.html","./EN/case-electronics-aluminum-housing-thermal-structure.html","1",""
"zh-CN","行业案例—电子铜合金连接件小批加工.html","industry-case","铜合金连接件小批加工 | 敏捷智造","铜合金连接件小批加工案例，面向电子行业，关注导电连接 / 接口固定 / 小批验证，制造能力包括铜合金加工、电镀、关键尺寸检测。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E9%93%9C%E5%90%88%E9%87%91%E8%BF%9E%E6%8E%A5%E4%BB%B6%E5%B0%8F%E6%89%B9%E5%8A%A0%E5%B7%A5.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E7%94%B5%E5%AD%90%E9%93%9C%E5%90%88%E9%87%91%E8%BF%9E%E6%8E%A5%E4%BB%B6%E5%B0%8F%E6%89%B9%E5%8A%A0%E5%B7%A5.html","./EN/case-electronics-copper-alloy-connector-low-volume.html","1",""
"zh-CN","行业案例—航天轻量化支架与复杂腔体.html","industry-case","轻量化支架与复杂腔体加工 | 敏捷智造","轻量化支架与复杂腔体加工案例，面向航天行业，关注承力结构 / 薄壁腔体 / 高强连接，制造能力包括五轴加工、铝/钛合金加工、CMM检测、首件资料。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E8%BD%BB%E9%87%8F%E5%8C%96%E6%94%AF%E6%9E%B6%E4%B8%8E%E5%A4%8D%E6%9D%82%E8%85%94%E4%BD%93.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E8%BD%BB%E9%87%8F%E5%8C%96%E6%94%AF%E6%9E%B6%E4%B8%8E%E5%A4%8D%E6%9D%82%E8%85%94%E4%BD%93.html","./EN/case-aerospace-lightweight-bracket-complex-cavity.html","1",""
"zh-CN","行业案例—航天钛合金连接件首件验证.html","industry-case","钛合金连接件首件验证 | 敏捷智造","钛合金连接件首件验证案例，面向航天行业，关注高强连接 / 关键孔位 / 批次追溯，制造能力包括钛合金加工、热处理配合、CMM复核、FAI资料。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E9%92%9B%E5%90%88%E9%87%91%E8%BF%9E%E6%8E%A5%E4%BB%B6%E9%A6%96%E4%BB%B6%E9%AA%8C%E8%AF%81.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E9%92%9B%E5%90%88%E9%87%91%E8%BF%9E%E6%8E%A5%E4%BB%B6%E9%A6%96%E4%BB%B6%E9%AA%8C%E8%AF%81.html","./EN/case-aerospace-titanium-connector-first-article.html","1",""
"zh-CN","行业案例—航天星载设备安装板小批加工.html","industry-case","星载设备安装板小批加工 | 敏捷智造","星载设备安装板小批加工案例，面向航天行业，关注安装基准 / 减重结构 / 多孔位装配，制造能力包括铝合金CNC、精密孔系、阳极氧化、尺寸报告。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E6%98%9F%E8%BD%BD%E8%AE%BE%E5%A4%87%E5%AE%89%E8%A3%85%E6%9D%BF%E5%B0%8F%E6%89%B9%E5%8A%A0%E5%B7%A5.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E8%88%AA%E5%A4%A9%E6%98%9F%E8%BD%BD%E8%AE%BE%E5%A4%87%E5%AE%89%E8%A3%85%E6%9D%BF%E5%B0%8F%E6%89%B9%E5%8A%A0%E5%B7%A5.html","./EN/case-aerospace-satellite-equipment-mounting-plate.html","1",""
"zh-CN","行业案例—机器人末端执行器安装座.html","industry-case","末端执行器安装座 | 敏捷智造","末端执行器安装座案例，面向机器人行业，关注运动结构 / 快换接口 / 重复定位，制造能力包括铝合金加工、硬质阳极、孔位检测、装配复核。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E6%9C%AB%E7%AB%AF%E6%89%A7%E8%A1%8C%E5%99%A8%E5%AE%89%E8%A3%85%E5%BA%A7.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E6%9C%AB%E7%AB%AF%E6%89%A7%E8%A1%8C%E5%99%A8%E5%AE%89%E8%A3%85%E5%BA%A7.html","./EN/case-robotics-end-effector-mounting-base.html","1",""
"zh-CN","行业案例—机器人轻量化关节连接板.html","industry-case","轻量化关节连接板 | 敏捷智造","轻量化关节连接板案例，面向机器人行业，关注关节连接 / 减重结构 / 装配基准，制造能力包括五轴加工、铝合金、阳极氧化、平面度检测。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%BD%BB%E9%87%8F%E5%8C%96%E5%85%B3%E8%8A%82%E8%BF%9E%E6%8E%A5%E6%9D%BF.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%BD%BB%E9%87%8F%E5%8C%96%E5%85%B3%E8%8A%82%E8%BF%9E%E6%8E%A5%E6%9D%BF.html","./EN/case-robotics-lightweight-joint-connection-plate.html","1",""
"zh-CN","行业案例—机器人自动化产线检测治具.html","industry-case","自动化产线检测治具 | 敏捷智造","自动化产线检测治具案例，面向机器人行业，关注定位检测 / 快换治具 / 产线辅助，制造能力包括CNC、工程塑料、装配校准、批次追溯。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BA%A7%E7%BA%BF%E6%A3%80%E6%B5%8B%E6%B2%BB%E5%85%B7.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BA%A7%E7%BA%BF%E6%A3%80%E6%B5%8B%E6%B2%BB%E5%85%B7.html","./EN/case-robotics-automation-line-inspection-fixture.html","1",""
"zh-CN","行业案例—汽车测试夹具与小批试制件.html","industry-case","测试夹具与小批试制件 | 敏捷智造","测试夹具与小批试制件案例，面向汽车行业，关注装配验证 / 强度验证 / 试产准备，制造能力包括CNC、钣金、表面处理、装配校准。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E6%B5%8B%E8%AF%95%E5%A4%B9%E5%85%B7%E4%B8%8E%E5%B0%8F%E6%89%B9%E8%AF%95%E5%88%B6%E4%BB%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E6%B5%8B%E8%AF%95%E5%A4%B9%E5%85%B7%E4%B8%8E%E5%B0%8F%E6%89%B9%E8%AF%95%E5%88%B6%E4%BB%B6.html","./EN/case-automotive-test-fixture-low-volume-parts.html","1",""
"zh-CN","行业案例—汽车传感器安装座小批交付.html","industry-case","传感器安装座小批交付 | 敏捷智造","传感器安装座小批交付案例，面向汽车行业，关注传感器固定 / 接口定位 / 小批装车，制造能力包括CNC加工、发黑处理、孔位检测、小批交付。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E4%BC%A0%E6%84%9F%E5%99%A8%E5%AE%89%E8%A3%85%E5%BA%A7%E5%B0%8F%E6%89%B9%E4%BA%A4%E4%BB%98.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E4%BC%A0%E6%84%9F%E5%99%A8%E5%AE%89%E8%A3%85%E5%BA%A7%E5%B0%8F%E6%89%B9%E4%BA%A4%E4%BB%98.html","./EN/case-automotive-sensor-mount-low-volume-delivery.html","1",""
"zh-CN","行业案例—汽车动力系统支架试制.html","industry-case","动力系统支架试制 | 敏捷智造","动力系统支架试制案例，面向汽车行业，关注承力支架 / 装配基准 / 强度验证，制造能力包括铝合金CNC、钣金焊接、表面处理、尺寸复核。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E5%8A%A8%E5%8A%9B%E7%B3%BB%E7%BB%9F%E6%94%AF%E6%9E%B6%E8%AF%95%E5%88%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B1%BD%E8%BD%A6%E5%8A%A8%E5%8A%9B%E7%B3%BB%E7%BB%9F%E6%94%AF%E6%9E%B6%E8%AF%95%E5%88%B6.html","./EN/case-automotive-powertrain-bracket-prototype.html","1",""
"zh-CN","行业案例—通信户外设备安装支架.html","industry-case","户外设备安装支架 | 敏捷智造","户外设备安装支架案例，面向通信行业，关注户外承载 / 防腐蚀 / 快速安装，制造能力包括钣金、CNC、喷涂、耐候表面处理。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%88%B7%E5%A4%96%E8%AE%BE%E5%A4%87%E5%AE%89%E8%A3%85%E6%94%AF%E6%9E%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%88%B7%E5%A4%96%E8%AE%BE%E5%A4%87%E5%AE%89%E8%A3%85%E6%94%AF%E6%9E%B6.html","./EN/case-telecommunications-outdoor-equipment-mounting-bracket.html","1",""
"zh-CN","行业案例—通信模块外壳与连接件配套.html","industry-case","模块外壳与连接件配套 | 敏捷智造","模块外壳与连接件配套案例，面向通信行业，关注屏蔽 / 耐候 / 设备装配，制造能力包括铝合金加工、喷涂、电镀、密封面检测。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%A8%A1%E5%9D%97%E5%A4%96%E5%A3%B3%E4%B8%8E%E8%BF%9E%E6%8E%A5%E4%BB%B6%E9%85%8D%E5%A5%97.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%A8%A1%E5%9D%97%E5%A4%96%E5%A3%B3%E4%B8%8E%E8%BF%9E%E6%8E%A5%E4%BB%B6%E9%85%8D%E5%A5%97.html","./EN/case-telecommunications-module-housing-connector-set.html","1",""
"zh-CN","行业案例—通信散热基板与端盖加工.html","industry-case","散热基板与端盖加工 | 敏捷智造","散热基板与端盖加工案例，面向通信行业，关注散热基板 / 端盖 / 密封装配，制造能力包括铝合金CNC、阳极氧化、平面度检测。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%95%A3%E7%83%AD%E5%9F%BA%E6%9D%BF%E4%B8%8E%E7%AB%AF%E7%9B%96%E5%8A%A0%E5%B7%A5.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E9%80%9A%E4%BF%A1%E6%95%A3%E7%83%AD%E5%9F%BA%E6%9D%BF%E4%B8%8E%E7%AB%AF%E7%9B%96%E5%8A%A0%E5%B7%A5.html","./EN/case-telecommunications-thermal-baseplate-end-cover.html","1",""
"zh-CN","行业案例—消费品外观样机与功能件试制.html","industry-case","外观样机与功能件并行试制 | 敏捷智造","外观样机与功能件并行试制案例，面向消费品行业，关注外观展示 / 装配验证 / 试制迭代，制造能力包括CNC、3D打印、喷涂、阳极、抛光。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E5%A4%96%E8%A7%82%E6%A0%B7%E6%9C%BA%E4%B8%8E%E5%8A%9F%E8%83%BD%E4%BB%B6%E8%AF%95%E5%88%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E5%A4%96%E8%A7%82%E6%A0%B7%E6%9C%BA%E4%B8%8E%E5%8A%9F%E8%83%BD%E4%BB%B6%E8%AF%95%E5%88%B6.html","./EN/case-consumer-products-appearance-prototype-functional-parts.html","1",""
"zh-CN","行业案例—消费品小家电内部支架小批试制.html","industry-case","小家电内部支架小批试制 | 敏捷智造","小家电内部支架小批试制案例，面向消费品行业，关注内部支架 / 装配固定 / 试产准备，制造能力包括钣金、CNC、注塑前验证、表面处理。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E5%B0%8F%E5%AE%B6%E7%94%B5%E5%86%85%E9%83%A8%E6%94%AF%E6%9E%B6%E5%B0%8F%E6%89%B9%E8%AF%95%E5%88%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E5%B0%8F%E5%AE%B6%E7%94%B5%E5%86%85%E9%83%A8%E6%94%AF%E6%9E%B6%E5%B0%8F%E6%89%B9%E8%AF%95%E5%88%B6.html","./EN/case-consumer-products-small-appliance-internal-bracket.html","1",""
"zh-CN","行业案例—消费品智能穿戴外壳样件.html","industry-case","智能穿戴外壳样件 | 敏捷智造","智能穿戴外壳样件案例，面向消费品行业，关注外观外壳 / 手感验证 / 小尺寸结构，制造能力包括CNC、喷砂阳极、抛光、喷涂。","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E6%99%BA%E8%83%BD%E7%A9%BF%E6%88%B4%E5%A4%96%E5%A3%B3%E6%A0%B7%E4%BB%B6.html","./%E8%A1%8C%E4%B8%9A%E6%A1%88%E4%BE%8B%E2%80%94%E6%B6%88%E8%B4%B9%E5%93%81%E6%99%BA%E8%83%BD%E7%A9%BF%E6%88%B4%E5%A4%96%E5%A3%B3%E6%A0%B7%E4%BB%B6.html","./EN/case-consumer-products-smart-wearable-housing-prototype.html","1",""
